cheese,milk,country,family,type,fat_content,texture,rind,color,flavor,aroma,vegetarian,vegan
858,4,52,8,21,0,193,7,16,337,164,1,0
516,4,72,8,20,0,11,10,11,598,294,1,0
954,4,2,8,20,0,200,7,11,373,6,0,0
833,13,35,2,61,2,259,7,11,54,138,0,0
507,4,35,2,62,2,274,7,14,574,11,0,0
330,13,77,2,48,2,31,2,15,294,123,0,0
598,13,77,2,80,2,117,6,15,184,138,0,0
582,4,77,2,80,2,175,6,11,359,304,1,0
647,4,52,2,48,2,224,7,11,81,122,0,0
436,4,35,2,62,2,93,2,8,347,33,0,0
436,4,35,2,62,2,93,2,8,347,33,0,0
666,4,4,2,67,2,53,2,11,265,253,1,0
992,4,70,2,62,2,284,7,11,58,268,0,0
666,4,4,2,67,2,53,2,11,265,253,1,0
218,4,77,2,62,2,113,7,8,323,228,1,0
611,4,77,2,59,2,250,6,15,149,285,0,0
19,4,70,2,62,2,279,3,15,589,17,0,0
666,4,4,2,67,2,53,2,11,265,253,1,0
839,4,77,2,62,2,290,8,8,297,69,1,0
1088,4,40,2,59,2,171,7,15,365,16,1,0
19,4,70,2,62,2,279,3,11,589,256,0,0
598,13,77,2,80,2,117,6,15,184,138,0,0
897,4,77,2,59,2,134,2,4,211,285,0,0
443,4,14,2,67,2,13,2,11,105,242,1,0
611,4,77,2,59,2,250,6,15,149,285,0,0
689,14,77,2,48,2,152,2,4,487,42,0,0
765,13,35,2,62,2,290,5,15,596,181,0,0
790,13,77,2,61,2,279,7,15,240,132,1,0
514,4,35,2,62,2,279,7,15,596,268,0,0
507,4,35,2,62,2,274,9,14,574,210,0,0
218,4,77,2,62,2,113,7,8,323,228,1,0
1021,13,77,2,62,2,285,1,8,589,78,1,0
329,4,14,2,80,2,172,2,8,153,11,1,0
598,13,77,2,80,2,117,6,15,184,138,0,0
352,13,77,2,62,2,113,5,11,207,13,0,0
570,4,35,2,80,2,280,10,8,100,292,0,0
240,4,35,2,61,2,280,7,11,336,117,0,0
689,14,77,2,48,2,152,2,4,487,42,0,0
474,4,31,2,67,2,19,2,11,210,250,0,0
352,13,77,2,62,2,113,5,11,207,13,0,0
737,4,77,2,62,2,171,2,8,259,71,0,0
19,4,70,2,62,2,279,3,11,589,228,0,0
586,4,14,2,80,2,170,2,4,222,279,0,0
790,13,77,2,61,2,279,9,15,240,132,1,0
329,4,14,2,80,2,172,2,8,153,11,1,0
330,13,77,2,48,2,31,2,15,294,123,1,0
955,13,70,2,48,2,11,3,15,208,239,0,0
474,4,31,2,67,2,19,2,11,210,250,0,0
559,13,77,2,62,2,171,1,15,307,11,1,0
992,4,70,2,62,2,284,7,11,58,268,0,0
240,4,35,2,61,2,180,9,15,336,89,0,0
19,4,70,2,62,2,279,3,11,589,285,0,0
328,4,35,2,80,2,93,2,11,210,60,1,0
240,4,35,2,61,2,171,7,15,336,268,0,0
833,13,35,2,61,2,248,7,15,54,127,0,0
570,4,35,2,80,2,280,10,8,100,292,1,0
737,4,77,2,62,2,171,2,8,259,71,0,0
949,13,77,2,80,2,277,6,8,195,95,1,0
386,4,35,2,62,2,284,7,8,465,108,0,0
992,4,70,2,62,2,284,7,11,58,268,0,0
474,4,31,2,67,2,19,2,11,210,250,0,0
872,4,35,2,62,2,279,7,11,72,191,0,0
507,4,35,2,62,2,274,7,14,574,188,0,0
330,13,77,2,48,2,31,2,15,294,123,0,0
474,4,31,2,67,2,19,2,11,210,250,0,0
647,4,52,2,48,2,224,7,11,81,122,0,0
598,13,77,2,80,2,117,6,15,184,138,0,0
514,4,35,2,62,2,279,7,15,596,268,0,0
570,4,35,2,80,2,280,10,8,100,292,0,0
666,4,4,2,67,2,53,2,11,265,253,1,0
737,4,77,2,62,2,171,2,8,259,71,1,0
689,14,77,2,48,2,152,2,4,487,42,0,0
833,13,35,2,61,2,93,10,15,54,38,0,0
507,4,35,2,62,2,274,2,14,574,251,0,0
12,13,77,2,80,2,93,9,16,81,135,0,0
689,14,77,2,48,2,152,2,4,487,42,0,0
329,4,14,2,80,2,172,2,8,153,11,1,0
352,13,77,2,62,2,113,5,11,207,13,0,0
666,4,4,2,67,2,53,2,11,265,253,1,0
12,13,77,2,80,2,285,9,11,81,135,0,0
330,13,77,2,48,2,31,2,15,294,123,1,0
666,4,4,2,67,2,53,2,11,265,253,1,0
436,4,35,2,62,2,93,2,8,347,33,0,0
559,13,77,2,62,2,171,1,15,307,11,0,1
330,13,77,2,48,2,31,2,15,294,123,0,0
955,13,70,2,48,2,11,3,15,208,239,1,0
955,13,70,2,48,2,11,3,15,208,239,1,0
897,4,77,2,59,2,134,2,4,211,285,1,0
254,4,77,2,80,2,175,2,8,201,254,0,0
790,13,77,2,61,2,279,7,15,240,132,1,0
329,4,14,2,80,2,172,2,8,153,11,0,0
352,13,77,2,62,2,113,5,11,207,13,0,0
330,13,77,2,48,2,31,2,15,294,123,1,0
443,4,14,2,67,2,13,2,11,105,242,1,0
949,13,77,2,80,2,277,6,8,195,95,1,0
897,4,77,2,59,2,134,2,4,211,285,0,0
647,4,52,2,48,2,224,7,11,81,122,0,0
666,4,4,2,67,2,53,2,11,265,253,1,0
1021,13,77,2,62,2,285,1,8,589,78,0,0
955,13,70,2,48,2,11,3,15,208,239,0,0
611,4,77,2,59,2,250,6,15,149,285,0,0
765,13,35,2,62,2,290,5,15,596,181,0,0
955,13,70,2,48,2,11,3,15,208,239,0,0
12,13,77,2,80,2,83,7,8,81,135,0,0
955,13,70,2,48,2,11,3,15,208,239,1,0
1021,13,77,2,62,2,285,1,8,589,78,0,0
474,4,31,2,67,2,19,2,11,210,250,0,0
218,4,77,2,62,2,113,7,8,323,228,1,0
12,13,77,2,80,2,45,7,8,81,135,0,0
254,4,77,2,80,2,175,2,8,201,254,0,0
737,4,77,2,62,2,171,2,8,259,71,0,0
474,4,31,2,67,2,19,2,11,210,250,0,0
765,13,35,2,62,2,290,5,15,596,181,0,0
352,13,77,2,62,2,113,5,11,207,13,0,0
507,4,35,2,62,2,274,7,14,574,56,0,0
507,4,35,2,62,2,274,7,14,574,256,0,0
737,4,77,2,62,2,171,2,8,259,71,0,0
454,4,50,2,62,2,160,6,15,57,33,1,0
891,13,35,2,62,2,279,7,11,596,127,0,0
891,13,35,2,62,2,279,7,11,596,127,0,0
240,4,35,2,61,2,160,9,8,336,56,0,0
839,4,77,2,62,2,290,9,8,297,69,1,0
1021,13,77,2,62,2,285,1,8,589,78,0,0
647,4,52,2,48,2,224,7,11,81,122,0,0
507,4,35,2,62,2,274,8,14,574,305,0,0
833,13,35,2,61,2,157,7,11,54,228,0,0
992,4,70,2,62,2,284,7,11,58,268,0,0
454,4,50,2,62,2,160,6,15,57,262,1,0
891,13,35,2,62,2,279,7,11,596,127,0,0
329,4,14,2,80,2,172,2,8,153,11,1,0
611,4,77,2,59,2,250,6,15,149,285,0,0
790,13,77,2,61,2,279,10,15,240,132,0,0
19,4,70,2,62,2,279,3,11,589,136,0,0
328,4,35,2,80,2,93,2,11,210,96,0,0
790,13,77,2,61,2,279,2,15,240,132,0,0
790,13,77,2,61,2,279,9,15,240,132,0,0
586,4,14,2,80,2,170,2,4,222,82,0,0
839,4,77,2,62,2,290,7,8,297,69,0,0
436,4,35,2,62,2,93,2,8,347,33,0,0
790,13,77,2,61,2,279,7,15,240,132,1,0
689,14,77,2,48,2,152,2,4,487,42,0,0
897,4,77,2,59,2,134,2,4,211,285,1,0
12,13,77,2,80,2,234,7,15,81,135,0,0
765,13,35,2,62,2,290,5,15,596,181,0,0
454,4,50,2,62,2,160,6,15,57,141,1,0
218,4,77,2,62,2,113,7,8,323,228,1,0
328,4,35,2,80,2,93,2,11,210,236,0,0
330,13,77,2,48,2,31,2,15,294,123,0,0
765,13,35,2,62,2,290,5,15,596,181,0,0
352,13,77,2,62,2,113,5,11,207,13,0,0
1021,13,77,2,62,2,285,1,8,589,78,1,0
897,4,77,2,59,2,134,2,4,211,285,1,0
666,4,4,2,67,2,53,2,11,265,253,1,0
507,4,35,2,62,2,274,7,14,574,54,0,0
891,13,35,2,62,2,279,7,11,596,127,0,0
891,13,35,2,62,2,279,7,11,596,127,0,0
666,4,4,2,67,2,53,2,11,265,253,1,0
443,4,14,2,67,2,13,2,11,105,242,0,0
19,4,70,2,62,2,279,3,8,589,127,0,0
218,4,77,2,62,2,113,7,8,323,228,1,0
1021,13,77,2,62,2,285,1,8,589,78,1,0
559,13,77,2,62,2,171,1,15,307,11,1,0
19,4,70,2,62,2,279,3,11,589,302,0,0
19,4,70,2,62,2,279,3,4,589,229,0,0
790,13,77,2,61,2,279,2,15,240,132,1,0
647,4,52,2,48,2,224,7,11,81,122,0,0
1021,13,77,2,62,2,285,1,8,589,78,0,0
891,13,35,2,62,2,279,7,11,596,127,0,0
897,4,77,2,59,2,134,2,4,211,285,0,0
12,13,77,2,80,2,127,7,4,81,135,0,0
582,4,77,2,80,2,175,6,11,359,304,1,0
19,4,70,2,62,2,279,3,15,589,78,0,0
737,4,77,2,62,2,171,2,8,259,71,0,0
891,13,35,2,62,2,279,7,11,596,127,0,0
328,4,35,2,80,2,93,2,11,210,207,1,0
891,13,35,2,62,2,279,7,11,596,127,0,0
240,4,35,2,61,2,7,7,15,336,285,0,0
436,4,35,2,62,2,93,2,8,347,33,0,0
559,13,77,2,62,2,171,1,15,307,11,1,0
1088,4,40,2,59,2,171,7,15,365,16,1,0
666,4,4,2,67,2,53,2,11,265,253,1,0
254,4,77,2,80,2,175,2,8,201,254,0,0
949,13,77,2,80,2,277,6,8,195,95,1,0
328,4,35,2,80,2,93,2,11,210,147,0,0
611,4,77,2,59,2,250,6,15,149,285,0,0
436,4,35,2,62,2,93,2,8,347,33,0,0
514,4,35,2,62,2,279,7,15,596,268,0,0
897,4,77,2,59,2,134,2,4,211,285,1,0
352,13,77,2,62,2,113,5,11,207,13,0,0
328,4,35,2,80,2,93,2,11,210,190,1,1
514,4,35,2,62,2,279,7,15,596,268,0,0
833,13,35,2,61,2,285,10,8,54,127,0,0
218,4,77,2,62,2,113,7,8,323,228,1,0
586,4,14,2,80,2,170,2,4,222,228,1,0
992,4,70,2,62,2,284,7,11,58,268,0,0
582,4,77,2,80,2,175,6,11,359,304,1,0
737,4,77,2,62,2,171,2,8,259,71,1,0
218,4,77,2,62,2,113,7,8,323,228,1,0
582,4,77,2,80,2,175,6,11,359,304,1,0
586,4,14,2,80,2,170,2,4,222,127,1,0
891,13,35,2,62,2,279,7,11,596,127,0,0
329,4,14,2,80,2,172,2,8,153,11,0,0
897,4,77,2,59,2,134,2,4,211,285,1,0
570,4,35,2,80,2,280,10,8,100,292,1,0
12,13,77,2,80,2,279,2,15,81,135,0,0
436,4,35,2,62,2,93,2,8,347,33,0,0
790,13,77,2,61,2,279,9,15,240,132,0,0
689,14,77,2,48,2,152,2,4,487,42,0,0
647,4,52,2,48,2,224,7,11,81,122,0,0
872,4,35,2,62,2,279,7,11,72,191,0,0
839,4,77,2,62,2,290,10,8,297,69,0,0
955,13,70,2,48,2,11,3,15,208,239,1,0
329,4,14,2,80,2,172,2,8,153,11,0,0
514,4,35,2,62,2,279,7,15,596,268,0,0
737,4,77,2,62,2,171,2,8,259,71,1,0
19,4,70,2,62,2,279,3,15,589,249,0,0
12,13,77,2,80,2,132,7,4,81,135,0,0
443,4,14,2,67,2,13,2,11,105,242,0,0
254,4,77,2,80,2,175,2,8,201,254,0,0
1021,13,77,2,62,2,285,1,8,589,78,0,0
891,13,35,2,62,2,279,7,11,596,127,0,0
352,13,77,2,62,2,113,5,11,207,13,0,0
955,13,70,2,48,2,11,3,15,208,239,0,0
582,4,77,2,80,2,175,6,11,359,304,1,0
514,4,35,2,62,2,279,7,15,596,268,0,0
218,4,77,2,62,2,113,7,8,323,228,1,0
586,4,14,2,80,2,170,2,4,222,42,0,0
666,4,4,2,67,2,53,2,11,265,253,1,0
897,4,77,2,59,2,134,2,4,211,285,1,0
666,4,4,2,67,2,53,2,11,265,253,1,0
436,4,35,2,62,2,93,2,8,347,33,0,0
330,13,77,2,48,2,31,2,15,294,123,1,0
992,4,70,2,62,2,284,7,11,58,268,0,0
1088,4,40,2,59,2,171,7,15,365,16,1,0
586,4,14,2,80,2,170,2,4,222,182,0,0
955,13,70,2,48,2,11,3,15,208,239,0,0
689,14,77,2,48,2,152,2,4,487,42,0,0
955,13,70,2,48,2,11,3,15,208,239,0,0
689,14,77,2,48,2,152,2,4,487,42,0,0
833,13,35,2,61,2,161,7,15,54,234,0,0
570,4,35,2,80,2,280,10,8,100,292,0,0
570,4,35,2,80,2,280,10,8,100,292,1,0
19,4,70,2,62,2,279,3,6,589,40,0,0
955,13,70,2,48,2,11,3,15,208,239,0,0
514,4,35,2,62,2,279,7,15,596,268,0,0
992,4,70,2,62,2,284,7,11,58,268,0,0
897,4,77,2,59,2,134,2,4,211,285,0,0
240,4,35,2,61,2,248,7,8,336,228,0,0
897,4,77,2,59,2,134,2,4,211,285,0,0
474,4,31,2,67,2,19,2,11,210,250,0,0
598,13,77,2,80,2,117,6,15,184,138,0,0
586,4,14,2,80,2,170,2,4,222,136,0,0
330,13,77,2,48,2,31,2,15,294,123,0,0
239,13,35,5,13,2,109,4,15,424,119,0,0
918,13,35,5,9,2,231,7,15,407,132,0,0
711,13,4,5,14,2,171,9,15,331,118,1,0
583,18,14,5,9,2,195,7,15,198,83,1,0
373,18,35,5,13,2,147,9,15,182,77,0,0
943,13,4,5,9,2,93,9,15,27,182,1,0
239,13,35,5,13,2,109,4,15,424,119,0,0
1058,13,52,5,14,2,174,9,15,423,125,0,0
898,4,38,5,4,2,180,7,15,415,127,1,0
999,9,29,5,11,2,101,6,15,566,284,0,0
583,18,14,5,9,2,195,7,15,198,83,1,0
583,18,14,5,9,2,195,7,15,198,83,0,0
1023,6,1,5,16,2,209,7,15,429,304,0,0
943,13,4,5,9,2,93,9,15,27,182,1,0
127,6,44,5,62,2,94,8,15,210,285,0,0
373,18,35,5,13,2,147,9,15,182,77,0,0
1023,6,1,5,16,2,209,7,15,429,304,0,0
117,4,4,5,13,2,111,9,15,406,209,1,0
996,13,77,5,13,2,166,9,15,380,154,1,0
943,13,4,5,9,2,93,9,15,27,182,1,0
40,13,4,5,14,2,171,7,15,394,131,1,0
1023,6,1,5,16,2,209,7,15,429,304,0,0
584,13,4,5,9,2,132,9,15,28,135,1,0
182,4,4,5,71,2,93,7,15,406,79,1,0
40,13,4,5,14,2,171,9,15,394,131,1,0
1067,4,77,5,2,2,199,7,15,598,127,1,0
943,13,4,5,9,2,93,9,15,27,182,1,0
14,6,25,5,71,2,244,7,15,443,229,0,0
584,13,4,5,9,2,132,9,15,28,135,1,0
1058,13,58,5,14,2,174,9,15,423,125,0,0
996,13,77,5,13,2,166,9,15,380,154,1,0
584,13,4,5,9,2,132,9,15,28,135,1,0
1024,13,31,5,14,2,140,6,15,196,185,0,0
850,4,35,5,13,2,160,9,15,469,127,1,0
1059,13,50,5,6,2,279,9,15,281,181,1,0
1059,13,50,5,6,2,279,9,15,281,181,1,0
496,13,35,5,7,2,180,7,15,359,304,0,0
1067,4,77,5,2,2,199,9,15,598,127,1,0
1067,4,77,5,2,2,199,7,15,598,127,1,0
760,5,52,5,18,2,285,9,15,588,228,0,0
711,13,4,5,14,2,171,7,15,331,118,1,0
711,13,4,5,14,2,171,2,15,331,118,1,0
898,4,38,5,4,2,180,7,15,415,127,1,0
584,13,4,5,9,2,132,9,15,28,135,1,0
999,9,29,5,11,2,101,6,15,566,284,0,0
918,13,35,5,9,2,231,7,15,407,132,1,0
1024,13,31,5,14,2,140,6,15,196,185,0,0
117,4,4,5,13,2,111,9,15,406,209,1,0
174,14,77,5,14,2,287,9,8,306,152,1,0
898,4,38,5,4,2,180,7,15,415,127,1,0
239,13,35,5,13,2,109,4,15,424,119,0,0
943,13,4,5,9,2,93,9,15,27,182,1,0
495,13,35,5,61,2,189,9,15,359,304,1,0
239,13,35,5,13,2,109,4,15,424,119,0,0
852,14,77,5,16,2,285,9,15,474,127,0,0
127,6,44,5,62,2,94,9,15,210,285,1,0
1024,13,31,5,14,2,140,6,15,196,185,0,0
1067,4,77,5,2,2,199,7,15,598,127,1,0
677,13,4,5,14,2,171,9,15,418,3,1,0
852,14,77,5,16,2,285,9,15,474,127,1,0
1058,13,14,5,14,2,174,9,15,423,125,0,0
495,13,35,5,61,2,189,7,15,359,304,1,0
1058,13,30,5,14,2,174,9,15,423,125,0,0
943,13,4,5,9,2,93,9,15,27,182,1,0
40,13,4,5,14,2,171,7,15,394,131,1,0
918,13,35,5,9,2,231,7,15,407,132,0,0
1067,4,77,5,2,2,199,6,15,598,127,1,0
711,13,4,5,14,2,171,0,15,331,118,1,0
1067,4,77,5,2,2,199,9,15,598,127,1,0
239,13,35,5,13,2,109,4,15,424,119,0,0
584,13,4,5,9,2,132,9,15,28,135,1,0
373,18,35,5,13,2,147,9,15,182,77,0,0
711,13,4,5,14,2,171,7,15,331,118,1,0
117,4,4,5,13,2,111,9,15,406,209,1,0
677,13,4,5,14,2,171,9,15,418,3,1,0
850,4,35,5,13,2,160,9,15,469,127,0,0
127,6,44,5,62,2,94,6,15,210,285,1,0
852,14,77,5,16,2,285,9,15,474,127,0,0
373,18,35,5,13,2,147,9,15,182,77,0,0
127,6,44,5,62,2,94,9,15,210,285,1,0
40,13,4,5,14,2,171,9,15,394,131,1,0
182,4,4,5,71,2,93,7,15,406,79,1,0
996,13,77,5,13,2,166,9,15,380,154,1,0
496,13,35,5,7,2,180,7,15,359,304,0,0
127,6,44,5,62,2,94,7,15,210,285,0,0
996,13,77,5,13,2,166,9,15,380,154,1,0
852,14,77,5,16,2,285,9,15,474,127,1,0
1058,13,35,5,14,2,174,9,15,423,125,0,0
584,13,4,5,9,2,132,9,15,28,135,1,0
40,13,4,5,14,2,171,2,15,394,131,1,0
496,13,35,5,7,2,180,7,15,359,304,0,0
127,6,44,5,62,2,94,9,15,210,285,0,0
677,13,4,5,14,2,171,9,15,418,3,1,0
760,5,52,5,18,2,285,9,15,588,228,0,0
711,13,4,5,14,2,171,2,15,331,118,1,0
373,18,35,5,13,2,147,9,15,182,77,0,0
677,13,4,5,14,2,171,9,15,418,3,1,0
999,9,29,5,11,2,101,6,15,566,284,0,0
1067,4,77,5,2,2,199,2,15,598,127,1,0
1024,13,31,5,14,2,140,6,15,196,185,0,0
373,18,35,5,13,2,147,9,15,182,77,0,0
943,13,4,5,9,2,93,9,15,27,182,1,0
760,5,52,5,18,2,285,9,15,588,228,1,0
614,18,14,5,10,2,157,6,15,264,293,0,0
852,14,77,5,16,2,285,9,15,474,127,1,0
711,13,4,5,14,2,171,7,15,331,118,1,0
943,13,4,5,9,2,93,9,15,27,182,1,0
1023,6,1,5,16,2,209,7,15,429,304,0,0
1058,13,71,5,14,2,174,9,15,423,125,0,0
1024,13,31,5,14,2,140,6,15,196,185,0,0
1067,4,77,5,2,2,199,10,15,598,127,1,0
1067,4,77,5,2,2,199,2,15,598,127,1,0
1067,4,77,5,2,2,199,7,15,598,127,1,0
614,18,14,5,10,2,157,6,15,264,293,0,0
495,13,35,5,61,2,189,7,15,359,304,1,0
711,13,4,5,14,2,171,7,15,331,118,1,0
614,18,14,5,10,2,157,6,15,264,293,0,0
14,6,25,5,71,2,244,7,15,443,229,0,0
1024,13,31,5,14,2,140,6,15,196,185,0,0
239,13,35,5,13,2,109,4,15,424,119,0,0
495,13,35,5,61,2,189,9,15,359,304,0,0
1023,6,1,5,16,2,209,7,15,429,304,0,0
14,6,25,5,71,2,244,7,15,443,229,0,0
584,13,4,5,9,2,132,9,15,28,135,1,0
373,18,35,5,13,2,147,9,15,182,77,0,0
1023,6,1,5,16,2,209,7,15,429,304,0,0
583,18,14,5,9,2,195,7,15,198,83,0,0
898,4,38,5,4,2,180,7,15,415,127,0,0
850,4,35,5,13,2,160,9,15,469,127,0,0
373,18,35,5,13,2,147,9,15,182,77,0,0
117,4,4,5,13,2,111,9,15,406,209,1,0
117,4,4,5,13,2,111,9,15,406,209,1,0
14,6,25,5,71,2,244,7,15,443,229,0,0
1059,13,50,5,6,2,279,9,15,281,181,0,0
174,14,77,5,14,2,287,9,8,306,152,0,0
496,13,35,5,7,2,180,7,15,359,304,1,0
239,13,35,5,13,2,109,4,15,424,119,0,0
1058,13,40,5,14,2,174,9,15,423,125,0,0
495,13,35,5,61,2,189,7,15,359,304,0,0
1067,4,77,5,2,2,199,9,15,598,127,1,0
239,13,35,5,13,2,109,4,15,424,119,0,0
495,13,35,5,61,2,189,7,15,359,304,0,0
373,18,35,5,13,2,147,9,15,182,77,0,0
584,13,4,5,9,2,132,9,15,28,135,1,0
40,13,4,5,14,2,171,6,15,394,131,1,0
14,6,25,5,71,2,244,7,15,443,229,0,0
760,5,52,5,18,2,285,9,15,588,228,1,0
999,9,29,5,11,2,101,6,15,566,284,0,0
999,9,29,5,11,2,101,6,15,566,284,0,0
1023,6,1,5,16,2,209,7,15,429,304,0,0
174,14,77,5,14,2,287,9,8,306,152,1,0
117,4,4,5,13,2,111,9,15,406,209,1,0
584,13,4,5,9,2,132,9,15,28,135,1,0
373,18,35,5,13,2,147,9,15,182,77,0,0
996,13,77,5,13,2,166,9,15,380,154,1,0
1059,13,50,5,6,2,279,9,15,281,181,0,0
117,4,4,5,13,2,111,9,15,406,209,1,0
14,6,25,5,71,2,244,7,15,443,229,0,0
117,4,4,5,13,2,111,9,15,406,209,1,0
174,14,77,5,14,2,287,9,8,306,152,0,0
711,13,4,5,14,2,171,7,15,331,118,1,0
677,13,4,5,14,2,171,9,15,418,3,1,0
117,4,4,5,13,2,111,9,15,406,209,1,0
14,6,25,5,71,2,244,7,15,443,229,0,0
174,14,77,5,14,2,287,9,8,306,152,1,0
1058,13,67,5,14,2,174,9,15,423,125,0,0
999,9,29,5,11,2,101,6,15,566,284,0,0
677,13,4,5,14,2,171,9,15,418,3,1,0
239,13,35,5,13,2,109,4,15,424,119,0,0
1059,13,50,5,6,2,279,9,15,281,181,0,0
495,13,35,5,61,2,189,7,15,359,304,1,0
711,13,4,5,14,2,171,9,15,331,118,1,0
711,13,4,5,14,2,171,9,15,331,118,1,0
1058,13,77,5,14,2,174,9,15,423,125,0,0
496,13,35,5,7,2,180,7,15,359,304,0,0
1067,4,77,5,2,2,199,7,15,598,127,1,0
614,18,14,5,10,2,157,6,15,264,293,1,0
898,4,38,5,4,2,180,7,15,415,127,0,0
239,13,35,5,13,2,109,4,15,424,119,0,0
850,4,35,5,13,2,160,9,15,469,127,1,0
918,13,35,5,9,2,231,7,15,407,132,0,0
127,6,44,5,62,2,94,7,15,210,285,1,0
174,14,77,5,14,2,287,9,8,306,152,0,0
999,9,29,5,11,2,101,6,15,566,284,0,0
239,13,35,5,13,2,109,4,15,424,119,0,0
614,18,14,5,10,2,157,6,15,264,293,0,0
711,13,4,5,14,2,171,7,15,331,118,1,0
583,18,14,5,9,2,195,7,15,198,83,1,0
127,6,44,5,62,2,94,10,15,210,285,0,0
614,18,14,5,10,2,157,6,15,264,293,1,0
239,13,35,5,13,2,109,4,15,424,119,0,0
1059,13,50,5,6,2,279,9,15,281,181,0,0
898,4,38,5,4,2,180,7,15,415,127,1,0
996,13,77,5,13,2,166,9,15,380,154,1,0
1067,4,77,5,2,2,199,2,15,598,127,1,0
40,13,4,5,14,2,171,9,15,394,131,1,0
496,13,35,5,7,2,180,7,15,359,304,0,0
614,18,14,5,10,2,157,6,15,264,293,1,0
1024,13,31,5,14,2,140,6,15,196,185,0,0
943,13,4,5,9,2,93,9,15,27,182,1,0
182,4,4,5,71,2,93,7,15,406,79,1,0
1067,4,77,5,2,2,199,10,15,598,127,1,0
1067,4,77,5,2,2,199,10,15,598,127,1,0
584,13,4,5,9,2,132,9,15,28,135,1,0
584,13,4,5,9,2,132,9,15,28,135,1,0
918,13,35,5,9,2,231,7,15,407,132,1,0
583,18,14,5,9,2,195,7,15,198,83,0,0
1058,13,35,5,14,2,174,9,15,423,125,0,0
999,9,29,5,11,2,101,6,15,566,284,0,0
1067,4,77,5,2,2,199,7,15,598,127,1,0
1024,13,31,5,14,2,140,6,15,196,185,0,0
239,13,35,5,13,2,109,4,15,424,119,0,0
14,6,25,5,71,2,244,7,15,443,229,0,0
14,6,25,5,71,2,244,7,15,443,229,0,0
1024,13,31,5,14,2,140,6,15,196,185,0,0
1059,13,50,5,6,2,279,9,15,281,181,1,0
1024,13,31,5,14,2,140,6,15,196,185,0,0
918,13,35,5,9,2,231,7,15,407,132,1,0
614,18,14,5,10,2,157,6,15,264,293,0,0
495,13,35,5,61,2,189,1,15,359,304,1,0
117,4,4,5,13,2,111,9,15,406,209,1,0
239,13,35,5,13,2,109,4,15,424,119,0,0
182,4,4,5,71,2,93,7,15,406,79,1,0
373,18,35,5,13,2,147,9,15,182,77,0,0
1059,13,50,5,6,2,279,9,15,281,181,0,0
495,13,35,5,61,2,189,2,15,359,304,1,0
174,14,77,5,14,2,287,9,8,306,152,0,0
14,6,25,5,71,2,244,7,15,443,229,0,0
898,4,38,5,4,2,180,7,15,415,127,0,0
496,13,35,5,7,2,180,7,15,359,304,0,0
584,13,4,5,9,2,132,9,15,28,135,1,0
1023,6,1,5,16,2,209,7,15,429,304,0,0
711,13,4,5,14,2,171,7,15,331,118,1,0
1059,13,50,5,6,2,279,9,15,281,181,1,0
996,13,77,5,13,2,166,9,15,380,154,1,0
1023,6,1,5,16,2,209,7,15,429,304,0,0
495,13,35,5,61,2,189,7,15,359,304,1,0
918,13,35,5,9,2,231,7,15,407,132,1,0
850,4,35,5,13,2,160,9,15,469,127,0,0
850,4,35,5,13,2,160,9,15,469,127,0,0
1058,13,35,5,14,2,174,9,15,423,125,0,0
918,13,35,5,9,2,231,7,15,407,132,1,0
584,13,4,5,9,2,132,9,15,28,135,1,0
239,13,35,5,13,2,109,4,15,424,119,0,0
40,13,4,5,14,2,171,7,15,394,131,1,0
117,4,4,5,13,2,111,9,15,406,209,1,0
850,4,35,5,13,2,160,9,15,469,127,1,0
174,14,77,5,14,2,287,9,8,306,152,0,0
850,4,35,5,13,2,160,9,15,469,127,0,0
1023,6,1,5,16,2,209,7,15,429,304,0,0
356,6,52,4,13,1,144,7,15,196,93,0,0
536,13,77,4,47,1,93,1,15,597,54,1,0
510,4,35,4,74,1,171,10,11,133,122,0,0
466,4,75,4,65,1,94,9,15,596,122,1,0
357,4,52,4,14,1,93,2,15,594,127,0,0
542,4,67,4,1,1,2,7,11,490,97,1,0
356,6,52,4,13,1,144,2,15,143,118,1,0
920,12,69,4,0,1,180,9,15,54,136,1,0
532,13,77,4,13,1,93,9,15,469,127,1,0
657,4,35,4,62,1,160,10,16,596,240,0,0
466,4,75,4,65,1,94,9,15,596,299,1,0
466,4,75,4,65,1,94,9,15,596,240,1,0
779,10,8,4,8,1,199,9,15,472,145,1,0
542,4,67,4,1,1,2,7,11,490,97,1,0
136,4,59,4,74,1,61,9,15,458,240,1,0
357,4,52,4,14,1,93,2,15,594,127,0,0
779,10,8,4,8,1,199,9,15,472,145,1,0
115,4,48,4,48,1,180,9,15,544,304,1,0
553,4,35,4,47,1,199,10,9,388,304,1,0
542,4,67,4,1,1,2,7,11,490,97,1,0
75,14,44,4,60,1,160,9,15,596,127,1,0
779,10,8,4,8,1,199,9,15,472,145,1,0
467,4,4,4,13,1,201,9,15,469,219,1,0
237,13,35,4,61,1,171,9,15,306,127,0,0
75,14,44,4,60,1,160,9,15,596,294,1,0
542,4,67,4,1,1,2,7,11,490,97,1,0
71,13,35,4,62,1,160,2,15,38,105,0,0
467,4,4,4,13,1,201,9,15,469,219,1,0
920,12,69,4,0,1,180,2,15,596,141,1,0
553,4,35,4,47,1,199,10,9,596,304,0,0
467,4,4,4,13,1,201,9,15,469,219,1,0
